BuyerID,BuyerName,BuyerAge,BuyerGender,BuyerSalary
373,Charles Sawyer,20,male,10342.31
374,Paul Rodgers,19,male,4210.2
375,Caroline Young,35,female,7595.97
376,Linda Thompson,32,female,4395.89
377,Amanda Grant,28,female,5693.71
378,Jacqueline Mcclain,34,female,4969.71
379,Julie Lee,30,female,8267.75
380,Jason Baker,22,male,6751.38
381,Robin Wade,66,female,5394.71
382,Susan Bentley MD,17,female,8340.41
383,Carol Myers,14,female,6031.29
384,Katrina Johnson,31,female,6256.55
385,Patricia Manning,45,female,9289.31
386,Cassidy Montgomery,43,female,7744.27
387,Emma Cook,42,female,8964.76
388,Amy Frost,66,female,10422.5
389,Ethan Haynes,39,male,7888.23
390,Kelsey Brady,18,female,4029.03
391,Alexander Gutierrez,12,male,8427.94
392,Kimberly Wilson,47,female,8321.06
393,Rachel Fields,72,female,9776.65
394,Krystal Mcintyre,66,female,5839.29
395,Samuel Carey,66,male,7769.29
396,Anita Dickerson,45,female,10745.49
397,Noah Wang,39,male,8069.09
398,Ryan Doyle,69,male,5807.08
399,Vincent Hanna,55,male,4349.48
400,John Lee,36,male,5117.91
401,Sonya Miranda,33,female,4951.48
402,Lisa Baldwin,57,female,4946.34
403,Teresa Hicks,54,female,6101.35
404,Julie Donovan,71,female,4755.09
405,Sandra Davila,50,female,7709.59
406,Timothy Oliver,49,male,3873.22
407,Ryan Harrell,52,male,5609.04
408,Briana Moore,57,female,10244.93
409,Wendy Ward,68,female,10847.03
410,Katrina Zamora,31,female,9141.94
411,Allison Rodriguez,24,female,10339.88
412,Amanda Garcia,62,female,7838.11
413,Robin Wright,50,female,5712.07
414,Christopher Ferguson,29,male,6871.11
415,Michael Collins,27,male,8323.75
416,Andrew Ramos,33,male,7959.92
417,Jenna Torres,38,female,5732.0
418,Jennifer Castaneda,37,female,9859.82
419,Abigail Freeman,23,female,4726.39
420,Brian Lopez,74,male,8434.89
421,Candace Thompson,38,female,8309.87
422,Wesley Patterson,45,male,4898.48
423,Vanessa Jackson,20,female,7854.5
424,Candice Harris,58,female,6441.85
425,Tyler Bray,13,male,3749.89
426,Michelle Watson,73,female,10140.44
427,Nichole Johnston,62,female,9700.57
428,Victoria Stone,35,female,5856.0
429,Scott Pierce MD,55,male,5143.2
430,Paul Jones,59,male,7614.91
431,Rachel Cruz,36,female,6219.26
432,Pamela Costa,71,female,4237.01
433,Jonathan Jones,39,male,10218.62
434,Roy Duncan,35,male,10488.76
435,Justin Taylor,41,male,5190.0
436,Mr. James Escobar,21,male,10649.13
437,Lauren Clark,40,female,9736.01
438,Amanda Perkins,60,female,7809.62
439,Sylvia Walker,34,female,7805.47
440,Tracy Dudley,29,female,10383.66
441,Heather Bentley MD,67,female,10764.46
442,James Bowen,30,male,8761.51
443,Brenda Nelson,66,female,4827.37
444,Emily Jones,34,female,6494.23
445,Antonio Alvarez,34,male,5335.26
446,Richard Adams,35,male,4711.17
447,Shelley Robinson,46,female,10869.56
448,Judy Mitchell,56,female,4759.96
449,Teresa Davis,17,female,7241.79
450,Jenna Collins,65,female,5488.61
451,David Johnson,31,male,9915.29
452,Mrs. Crystal Nelson,51,female,4764.68
453,Reginald Davidson,29,male,7005.06
454,Lisa Gibson,54,female,8258.84
455,Rachel Aguilar,51,female,6806.98
456,Olivia Thomas,27,female,9448.59
457,Meghan Rodriguez,49,female,3740.55
458,Lee Edwards,75,male,4004.59
459,Anne Wilkinson,61,female,4415.95
460,Lance Harris,38,male,7945.61
461,Erica Moore,67,female,8405.44
462,Alyssa Miles,15,female,7922.99
463,Troy Romero,50,male,7583.52
464,Randy Barnett,34,male,5939.11
465,Brittney Smith,38,female,4436.83
466,Sarah Ramirez,32,female,6608.45
467,Brett Barton,35,male,5999.42
468,Carol Boyd,54,female,5833.42
469,Michelle Guerrero,25,female,5365.25
470,Kenneth Knapp,37,male,3787.53
471,Lindsay Erickson,54,female,5241.09
472,Shane Fernandez,26,male,5833.85
473,Christopher Bowman,62,male,9826.4
474,Susan Lopez,33,female,9737.59
475,Ronald Bond,51,male,8817.15
476,Meredith Vaughan,39,female,6552.45
477,Kari Bennett,38,female,5992.82
478,Cynthia Miller,59,female,4625.6
479,Chelsey Petty,32,female,5235.25
480,Melissa Yoder,46,female,10403.46
481,Anthony Phillips,62,male,4616.59
482,Lauren Wilkins,30,female,4743.15
483,Kim Murray,54,female,4581.61
484,Robert Diaz,73,male,4816.39
485,Robert Alexander,22,male,4030.68
486,Jeffrey Mack,14,male,4751.82
487,Dana Goodwin,55,female,5731.01
488,Whitney Carr,43,female,9605.86
489,Barbara Anderson,64,female,10225.44
490,Linda Watson,45,female,4740.62
491,Allison Price,43,female,4007.09
492,Cameron Myers,30,male,6761.98
493,Scott Guerrero,64,male,8366.91
494,Amy Lewis,21,female,7225.37
495,Hector Allen,43,male,6280.89
496,Laura Hayes,31,female,9542.86
497,Cheryl Russo,73,female,9455.92
498,Ashley Flores,57,female,3634.21
499,Patrick Powell,18,male,3812.53
500,Mary Walker,34,female,6399.49
501,John Flores,61,male,6646.63
502,Mr. George Ramos PhD,47,male,9236.84
503,Melissa Lynch,37,female,3981.32
504,Suzanne Woodard,69,female,4369.45
505,Thomas Daniels,30,male,4223.8
506,Brian Mcintosh,60,male,4020.22
507,Andrew Petersen,59,male,6801.48
508,Timothy Cain,20,male,4678.31
509,Laura Guerrero,41,female,10612.57
510,Jeffery Hill,21,male,5231.47
511,Roy Mathis,34,male,6227.34
512,Susan Saunders,19,female,9822.72
513,James Gomez,46,male,8325.26
514,Jessica Frederick,31,female,5520.6
515,Sandra Johnson,48,female,8440.61
516,Christopher Chen,69,male,6044.53
517,Kimberly Bailey,27,female,10368.98
518,Scott Cline,25,male,5602.26
519,James Valdez,29,male,4236.85
520,Frank Murphy,70,male,10575.85
521,Kyle Pierce,46,male,8877.81
522,Cynthia Perez,55,female,5283.19
523,Russell Williams,43,male,10957.51
524,Hunter Burgess,69,male,10296.45
525,Dillon Rodriguez,66,male,3564.98
526,Ryan Craig,24,male,7371.33
527,Sue Lewis,19,female,10051.49
528,Alexis Kelly,23,female,9153.6
529,Courtney Savage,63,female,6588.56
530,Monica Banks,37,female,6994.09
531,Jacob Hoffman,32,male,10110.51
532,Jason Howard,27,male,4152.95
533,Jonathan Collins,66,male,10041.06
534,Stephen Gomez,31,male,7605.11
535,Jacob Stone,33,male,6403.42
536,Steven Beasley,21,male,9195.4
537,Valerie Hebert,19,female,9787.65
538,Katherine Shaw,74,female,6085.01
539,Paula Petty,60,female,10175.94
540,Nicholas Anderson,14,male,10485.68
541,Michael Mejia,60,male,9820.75
542,Janice Gardner,65,female,7570.97
543,Shawn Thompson,67,male,10385.92
544,Andrew Gilmore,66,male,9317.43
545,Brent Schmidt,37,male,10247.05
546,Daniel Sexton,31,male,10923.11
547,Lisa Kelley,15,female,4443.84
548,Michelle Wright,35,female,10185.17
549,Mrs. Kelly Brown,27,female,10445.36
550,Henry Hill,44,male,5147.47
551,Autumn Fitzgerald PhD,60,female,5013.67
552,Mr. Matthew Hubbard,32,male,7960.75
553,Sarah Johnson,56,female,7811.39
554,Frank Ruiz,50,male,3725.14
555,Spencer Collins,30,male,6516.57
556,David Coleman,65,male,10272.82
557,Brian Wood,18,male,7947.73
558,Nicholas Morgan,17,male,9077.09
559,Pamela Thomas,63,female,10719.13
560,Janet Anderson,56,female,9344.96
561,Christopher Reilly,25,male,6285.39
562,Heather Baker,58,female,8453.11
563,Johnny Adams,55,male,10056.27
564,Hannah Perez,28,female,10985.15
565,Amanda Olson,25,female,7443.87
566,Lawrence Clark DVM,15,male,6472.83
567,Tammy Collins,42,female,5753.39
568,Mrs. Mandy Evans,72,female,6456.6
569,Michelle Meza,17,female,3662.23
570,Andrew Dean,22,male,8915.0
571,Jennifer Gray,65,female,7405.08
572,Amanda Owens,51,female,8707.49
573,Jessica Nichols,50,female,9148.94
574,Victoria Kelly,51,female,3816.37
575,Richard Vega,36,male,7139.22
576,Jennifer Matthews,17,female,6468.99
577,Katelyn Morton,14,female,10037.48
578,Brenda Walter,65,female,7832.34
579,William Graham,60,male,9603.52
580,Ann Hernandez,61,female,8563.87
581,Allison Goodman,45,female,9087.81
582,Diane Lopez,62,female,8417.72
583,Carla Miller,40,female,8185.32
584,Victoria Soto,35,female,3582.67
585,Emily Bowers,68,female,4726.48
586,Michael Underwood,45,male,6304.53
587,Melanie Patel,44,female,3679.32
588,Jason Green,49,male,8051.83
589,Tara Gregory,30,female,5890.26
590,Maria Tucker,20,female,8379.88
591,Jennifer Ellison,55,female,7506.74
592,Shannon Hammond,24,female,9295.72
593,Dawn Shepard,41,female,5637.22
594,Robert Smith,55,male,6906.42
595,Anthony Terrell,56,male,5049.69
596,Tina Carr,51,female,5530.88
597,Crystal Bennett,47,female,3998.15
598,Nathan Lewis,70,male,8739.6
599,Allison Parsons,63,female,9267.85
600,Vincent Daniel,61,male,5799.19
601,Katherine Jacobs,61,female,10954.04
602,Amanda Brown,55,female,7856.08
603,Joy Morrison,37,female,3719.06
604,Kathryn Maldonado,48,female,8303.89
605,Amanda Garcia,32,female,9522.73
606,Bianca Durham,53,female,7545.28
607,Luke Valdez,31,male,10771.8
608,James Morales,41,male,7324.23
609,Thomas Hickman,19,male,9140.86
610,Amanda Elliott,30,female,7169.01
611,Mark Hahn,49,male,7672.74
612,Christopher Lewis,24,male,7279.42
613,Elizabeth Mcclure,23,female,3785.56
614,Caroline Reyes,60,female,5773.0
615,Edwin Brooks,14,male,7339.04
616,Nicole Rodriguez,45,female,6561.64
617,Erin Owens,50,female,5424.77
618,Nancy Cunningham,69,female,10711.76
619,Hannah Williams,36,female,5244.57
620,Mr. Eric Reyes MD,54,male,10513.8
621,Michael Ramirez,12,male,6851.31
622,Lori Wong,17,female,4480.69
623,Gordon Morrow,53,male,10853.91
624,Caleb Gregory,60,male,5994.36
625,Brandon Meadows,36,male,4205.14
626,Kristin Carlson,39,female,7644.9
627,Tanya Schmidt,65,female,8049.43
628,Theresa Stephens,55,female,9834.15
629,Mr. Frederick Mendez,43,male,6347.05
630,Hannah Roberson,58,female,6555.58
631,Michael Drake,55,male,7468.01
632,Ryan Martin,28,male,8552.58
633,Peter Thompson PhD,31,male,7141.88
634,Christopher Williams,68,male,3745.07
635,Steve Gray,49,male,9809.34
636,Timothy Thompson,27,male,3745.11
637,Zachary Rodriguez,37,male,6661.38
638,Alexandra Davis,15,female,4320.92
639,Michelle Washington,46,female,7757.03
640,Christina Thompson,55,female,9686.94
641,Bethany French,30,female,4961.21
642,Alexander Marquez,47,male,9992.25
643,Terry Solis,60,female,10110.88
644,John Brown,71,male,6152.17
645,Tonya Brown,54,female,4151.47
646,Cheyenne Alexander,46,female,6829.43
647,Colleen Fuentes,59,female,4093.88
648,Jonathan Black,36,male,3549.44
649,Juan Moore,15,male,7633.07
650,Jasmine Stevenson,31,female,8075.4
651,Meghan Miller,25,female,6524.21
652,David Munoz,45,male,5541.2
653,Nicholas Neal,69,male,6583.48
654,Chad Kemp Jr.,28,male,4547.75
655,Suzanne Martinez,44,female,4543.61
656,Wendy Jackson,74,female,5815.01
657,Laurie Bowen,37,female,7646.14
658,Mrs. Lori Carter,51,female,6404.4
659,Paula Sanchez,44,female,7680.29
660,Danielle Barrett,41,female,6195.56
661,Eileen Parks,63,female,3854.48
662,Jessica Mcintyre,13,female,7957.47
663,Angela Lang,49,female,3688.53
664,Lauren Sanders,22,female,3789.04
665,Laura Parker,43,female,6057.64
666,Mr. Kurt Allen,30,male,4230.45
667,Timothy Washington,68,male,3943.63
668,Jennifer Kemp,63,female,10265.84
669,Deborah Gibson,29,female,9654.64
670,James Jackson,26,male,3530.35
671,Leslie Thompson,24,female,9457.47
672,Tina Larson,74,female,6022.52
673,Jessica Villarreal,24,female,10964.37
674,Lisa Jimenez,19,female,4144.79
675,Chad Cooper,26,male,7134.97
676,Jennifer Reeves,28,female,6383.82
677,Daisy West,49,female,8196.07
678,Mark Jones,52,male,8984.3
679,Michael Becker,43,male,9544.13
680,Rodney Livingston,54,male,7153.05
681,Rebecca Miller,42,female,4877.95
682,Jean Hernandez,25,female,9276.43
683,Robert Anderson,73,male,4209.22
684,Steven Henry,56,male,5430.5
685,Thomas Solomon,37,male,3531.6
686,Katherine Bates,65,female,7984.98
687,Christian Lawrence,15,male,6636.57
688,Jeremiah Jones,12,male,3725.27
689,Daniel Mitchell,29,male,5187.35
690,Alison Duncan,46,female,9751.49
691,Barbara Smith,45,female,7740.54
692,Amy Sims,21,female,10754.22
693,Benjamin Villarreal,44,male,6599.75
694,Christopher Baker,12,male,4949.86
695,Kellie Patterson,64,female,4929.34
696,Samuel Howard,20,male,8401.9
697,Nancy Chandler,30,female,5331.92
698,Philip Gonzalez,59,male,9081.27
699,Brian Hopkins,49,male,7577.42
700,Peter Gomez,53,male,6896.63
701,Brenda Lee,61,female,10137.42
702,Yolanda Martinez,50,female,8086.58
703,Jessica Jacobson,21,female,10461.19
704,David Heath,39,male,4213.13
705,Lucas Shaw,32,male,7302.62
706,Olivia Aguilar,48,female,6929.82
707,William Hicks,53,male,7945.42
708,Patricia Boone,17,female,6606.65
709,Denise Valencia,73,female,10832.72
710,Victor West,61,male,8960.62
711,Kathryn Mcdowell,57,female,10845.29
712,Sarah Barron,48,female,10890.43
713,Terri Morales,31,female,9808.76
